state,year,sector,carbon_type,emission_(metric_tons)
Mizoram,2018,Energy,CO,2.23
Mizoram,2018,Energy,CO2,67.71
Mizoram,2018,Energy,CH4,2.77
Mizoram,2018,Industry,CO,1.29
Mizoram,2018,Industry,CO2,53.25
Mizoram,2018,Industry,CH4,3.19
Mizoram,2018,Transportation,CO,3.89
Mizoram,2018,Transportation,CO2,37.9
Mizoram,2018,Transportation,CH4,1.22
Mizoram,2018,Agriculture,CO,0.43
Mizoram,2018,Agriculture,CO2,6.63
Mizoram,2018,Agriculture,CH4,7.5
Mizoram,2018,Waste Management,CO,0.27
Mizoram,2018,Waste Management,CO2,6.47
Mizoram,2018,Waste Management,CH4,6.17
Mizoram,2019,Energy,CO,1.48
Mizoram,2019,Energy,CO2,73.16
Mizoram,2019,Energy,CH4,3.46
Mizoram,2019,Industry,CO,1.27
Mizoram,2019,Industry,CO2,24.45
Mizoram,2019,Industry,CH4,2.82
Mizoram,2019,Transportation,CO,1.99
Mizoram,2019,Transportation,CO2,31.03
Mizoram,2019,Transportation,CH4,0.71
Mizoram,2019,Agriculture,CO,0.51
Mizoram,2019,Agriculture,CO2,8.01
Mizoram,2019,Agriculture,CH4,5.57
Mizoram,2019,Waste Management,CO,0.23
Mizoram,2019,Waste Management,CO2,3.46
Mizoram,2019,Waste Management,CH4,5.46
Mizoram,2020,Energy,CO,1.32
Mizoram,2020,Energy,CO2,30.41
Mizoram,2020,Energy,CH4,4.3
Mizoram,2020,Industry,CO,1.31
Mizoram,2020,Industry,CO2,51.3
Mizoram,2020,Industry,CH4,2.21
Mizoram,2020,Transportation,CO,1.67
Mizoram,2020,Transportation,CO2,20.11
Mizoram,2020,Transportation,CH4,0.97
Mizoram,2020,Agriculture,CO,0.64
Mizoram,2020,Agriculture,CO2,10.87
Mizoram,2020,Agriculture,CH4,11.42
Mizoram,2020,Waste Management,CO,0.44
Mizoram,2020,Waste Management,CO2,6.93
Mizoram,2020,Waste Management,CH4,6.17
Mizoram,2021,Energy,CO,1.68
Mizoram,2021,Energy,CO2,32.25
Mizoram,2021,Energy,CH4,2.64
Mizoram,2021,Industry,CO,2.53
Mizoram,2021,Industry,CO2,41.3
Mizoram,2021,Industry,CH4,2.21
Mizoram,2021,Transportation,CO,3.3
Mizoram,2021,Transportation,CO2,24.89
Mizoram,2021,Transportation,CH4,1.21
Mizoram,2021,Agriculture,CO,0.58
Mizoram,2021,Agriculture,CO2,11.42
Mizoram,2021,Agriculture,CH4,11.8
Mizoram,2021,Waste Management,CO,0.18
Mizoram,2021,Waste Management,CO2,3.37
Mizoram,2021,Waste Management,CH4,6.84
Mizoram,2022,Energy,CO,2.38
Mizoram,2022,Energy,CO2,71.53
Mizoram,2022,Energy,CH4,2.4
Mizoram,2022,Industry,CO,1.78
Mizoram,2022,Industry,CO2,43.37
Mizoram,2022,Industry,CH4,1.99
Mizoram,2022,Transportation,CO,2.54
Mizoram,2022,Transportation,CO2,39.47
Mizoram,2022,Transportation,CH4,1.35
Mizoram,2022,Agriculture,CO,0.36
Mizoram,2022,Agriculture,CO2,14.17
Mizoram,2022,Agriculture,CH4,6.69
Mizoram,2022,Waste Management,CO,0.37
Mizoram,2022,Waste Management,CO2,4.84
Mizoram,2022,Waste Management,CH4,3.94
Mizoram,2023,Energy,CO,3.5
Mizoram,2023,Energy,CO2,62.15
Mizoram,2023,Energy,CH4,2.78
Mizoram,2023,Industry,CO,1.3
Mizoram,2023,Industry,CO2,50.81
Mizoram,2023,Industry,CH4,2.55
Mizoram,2023,Transportation,CO,1.7
Mizoram,2023,Transportation,CO2,15.22
Mizoram,2023,Transportation,CH4,1.14
Mizoram,2023,Agriculture,CO,0.45
Mizoram,2023,Agriculture,CO2,14.84
Mizoram,2023,Agriculture,CH4,7.58
Mizoram,2023,Waste Management,CO,0.42
Mizoram,2023,Waste Management,CO2,3.89
Mizoram,2023,Waste Management,CH4,7.79
Mizoram,2024,Energy,CO,1.75
Mizoram,2024,Energy,CO2,31.02
Mizoram,2024,Energy,CH4,2.7
Mizoram,2024,Industry,CO,1.31
Mizoram,2024,Industry,CO2,34.88
Mizoram,2024,Industry,CH4,1.75
Mizoram,2024,Transportation,CO,2.53
Mizoram,2024,Transportation,CO2,27.15
Mizoram,2024,Transportation,CH4,1.44
Mizoram,2024,Agriculture,CO,0.56
Mizoram,2024,Agriculture,CO2,8.64
Mizoram,2024,Agriculture,CH4,10.43
Mizoram,2024,Waste Management,CO,0.37
Mizoram,2024,Waste Management,CO2,3.88
Mizoram,2024,Waste Management,CH4,7.01
Nagaland,2010,Energy,CO,1.26
Nagaland,2010,Energy,CO2,27.81
Nagaland,2010,Energy,CH4,3.25
Nagaland,2010,Industry,CO,2.24
Nagaland,2010,Industry,CO2,59.88
Nagaland,2010,Industry,CH4,1.39
Nagaland,2010,Transportation,CO,1.95
Nagaland,2010,Transportation,CO2,31.05
Nagaland,2010,Transportation,CH4,0.54
Nagaland,2010,Agriculture,CO,0.26
Nagaland,2010,Agriculture,CO2,8.68
Nagaland,2010,Agriculture,CH4,7.76
Nagaland,2010,Waste Management,CO,0.17
Nagaland,2010,Waste Management,CO2,4.57
Nagaland,2010,Waste Management,CH4,4.18
Nagaland,2011,Energy,CO,2.5
Nagaland,2011,Energy,CO2,37.33
Nagaland,2011,Energy,CH4,2.28
Nagaland,2011,Industry,CO,0.99
Nagaland,2011,Industry,CO2,41.08
Nagaland,2011,Industry,CH4,1.93
Nagaland,2011,Transportation,CO,2.31
Nagaland,2011,Transportation,CO2,37.26
Nagaland,2011,Transportation,CH4,0.99
Nagaland,2011,Agriculture,CO,0.49
Nagaland,2011,Agriculture,CO2,7.18
Nagaland,2011,Agriculture,CH4,6.96
Nagaland,2011,Waste Management,CO,0.31
Nagaland,2011,Waste Management,CO2,6.23
Nagaland,2011,Waste Management,CH4,3.82
Nagaland,2012,Energy,CO,3.14
Nagaland,2012,Energy,CO2,62.64
Nagaland,2012,Energy,CH4,3.56
Nagaland,2012,Industry,CO,1.29
Nagaland,2012,Industry,CO2,58.84
Nagaland,2012,Industry,CH4,2.47
Nagaland,2012,Transportation,CO,4.09
Nagaland,2012,Transportation,CO2,22.25
Nagaland,2012,Transportation,CH4,0.91
Nagaland,2012,Agriculture,CO,0.72
Nagaland,2012,Agriculture,CO2,12.82
Nagaland,2012,Agriculture,CH4,6.49
Nagaland,2012,Waste Management,CO,0.35
Nagaland,2012,Waste Management,CO2,3.88
Nagaland,2012,Waste Management,CH4,5.98
Nagaland,2013,Energy,CO,3.06
Nagaland,2013,Energy,CO2,68.77
Nagaland,2013,Energy,CH4,3.91
Nagaland,2013,Industry,CO,2.14
Nagaland,2013,Industry,CO2,23.99
Nagaland,2013,Industry,CH4,1.61
Nagaland,2013,Transportation,CO,1.62
Nagaland,2013,Transportation,CO2,33.28
Nagaland,2013,Transportation,CH4,0.78
Nagaland,2013,Agriculture,CO,0.69
Nagaland,2013,Agriculture,CO2,7.67
Nagaland,2013,Agriculture,CH4,8.11
Nagaland,2013,Waste Management,CO,0.23
Nagaland,2013,Waste Management,CO2,3.64
Nagaland,2013,Waste Management,CH4,6.37
Nagaland,2014,Energy,CO,3.32
Nagaland,2014,Energy,CO2,26.83
Nagaland,2014,Energy,CH4,4.02
Nagaland,2014,Industry,CO,1.51
Nagaland,2014,Industry,CO2,29.64
Nagaland,2014,Industry,CH4,1.65
Nagaland,2014,Transportation,CO,3.13
Nagaland,2014,Transportation,CO2,25.62
Nagaland,2014,Transportation,CH4,0.77
Nagaland,2014,Agriculture,CO,0.64
Nagaland,2014,Agriculture,CO2,5.89
Nagaland,2014,Agriculture,CH4,8.87
Nagaland,2014,Waste Management,CO,0.25
Nagaland,2014,Waste Management,CO2,3.18
Nagaland,2014,Waste Management,CH4,5.69
Nagaland,2015,Energy,CO,3.27
Nagaland,2015,Energy,CO2,66.41
Nagaland,2015,Energy,CH4,4.48
Nagaland,2015,Industry,CO,1.63
Nagaland,2015,Industry,CO2,21.48
Nagaland,2015,Industry,CH4,2.61
Nagaland,2015,Transportation,CO,1.67
Nagaland,2015,Transportation,CO2,21.14
Nagaland,2015,Transportation,CH4,0.71
Nagaland,2015,Agriculture,CO,0.45
Nagaland,2015,Agriculture,CO2,12.72
Nagaland,2015,Agriculture,CH4,10.43
Nagaland,2015,Waste Management,CO,0.17
Nagaland,2015,Waste Management,CO2,4.85
Nagaland,2015,Waste Management,CH4,3.3
Nagaland,2016,Energy,CO,1.47
Nagaland,2016,Energy,CO2,72.46
Nagaland,2016,Energy,CH4,1.84
Nagaland,2016,Industry,CO,2.63
Nagaland,2016,Industry,CO2,42.31
Nagaland,2016,Industry,CH4,3.74
Nagaland,2016,Transportation,CO,3.85
Nagaland,2016,Transportation,CO2,41.93
Nagaland,2016,Transportation,CH4,0.89
Nagaland,2016,Agriculture,CO,0.46
Nagaland,2016,Agriculture,CO2,10.86
Nagaland,2016,Agriculture,CH4,6.45
Nagaland,2016,Waste Management,CO,0.21
Nagaland,2016,Waste Management,CO2,3.16
Nagaland,2016,Waste Management,CH4,4.51
Nagaland,2017,Energy,CO,1.93
Nagaland,2017,Energy,CO2,53.78
Nagaland,2017,Energy,CH4,3.29
Nagaland,2017,Industry,CO,0.9
Nagaland,2017,Industry,CO2,48.08
Nagaland,2017,Industry,CH4,2.63
Nagaland,2017,Transportation,CO,2.43
Nagaland,2017,Transportation,CO2,23.2
Nagaland,2017,Transportation,CH4,1.44
Nagaland,2017,Agriculture,CO,0.65
Nagaland,2017,Agriculture,CO2,10.65
Nagaland,2017,Agriculture,CH4,4.92
Nagaland,2017,Waste Management,CO,0.31
Nagaland,2017,Waste Management,CO2,5.14
Nagaland,2017,Waste Management,CH4,5.64
Nagaland,2018,Energy,CO,3.12
Nagaland,2018,Energy,CO2,48.55
Nagaland,2018,Energy,CH4,2.95
Nagaland,2018,Industry,CO,2.1
Nagaland,2018,Industry,CO2,46.88
Nagaland,2018,Industry,CH4,1.58
Nagaland,2018,Transportation,CO,3.82
Nagaland,2018,Transportation,CO2,39.99
Nagaland,2018,Transportation,CH4,0.68
Nagaland,2018,Agriculture,CO,0.43
Nagaland,2018,Agriculture,CO2,6.05
Nagaland,2018,Agriculture,CH4,7.53
Nagaland,2018,Waste Management,CO,0.24
Nagaland,2018,Waste Management,CO2,6.14
Nagaland,2018,Waste Management,CH4,7.0
Nagaland,2019,Energy,CO,1.62
Nagaland,2019,Energy,CO2,45.96
Nagaland,2019,Energy,CH4,3.8
Nagaland,2019,Industry,CO,1.99
Nagaland,2019,Industry,CO2,29.48
Nagaland,2019,Industry,CH4,2.74
Nagaland,2019,Transportation,CO,4.47
Nagaland,2019,Transportation,CO2,44.37
Nagaland,2019,Transportation,CH4,0.58
Nagaland,2019,Agriculture,CO,0.25
Nagaland,2019,Agriculture,CO2,6.92
Nagaland,2019,Agriculture,CH4,10.37
Nagaland,2019,Waste Management,CO,0.35
Nagaland,2019,Waste Management,CO2,5.89
Nagaland,2019,Waste Management,CH4,5.44
Nagaland,2020,Energy,CO,2.86
Nagaland,2020,Energy,CO2,43.39
Nagaland,2020,Energy,CH4,3.22
Nagaland,2020,Industry,CO,2.62
Nagaland,2020,Industry,CO2,24.94
Nagaland,2020,Industry,CH4,1.29
Nagaland,2020,Transportation,CO,3.59
Nagaland,2020,Transportation,CO2,35.43
Nagaland,2020,Transportation,CH4,0.52
Nagaland,2020,Agriculture,CO,0.4
Nagaland,2020,Agriculture,CO2,13.99
Nagaland,2020,Agriculture,CH4,11.0
Nagaland,2020,Waste Management,CO,0.2
Nagaland,2020,Waste Management,CO2,2.9
Nagaland,2020,Waste Management,CH4,8.62
Nagaland,2021,Energy,CO,1.68
Nagaland,2021,Energy,CO2,54.71
Nagaland,2021,Energy,CH4,4.11
Nagaland,2021,Industry,CO,2.38
Nagaland,2021,Industry,CO2,32.8
Nagaland,2021,Industry,CH4,2.7
Nagaland,2021,Transportation,CO,3.95
Nagaland,2021,Transportation,CO2,25.41
Nagaland,2021,Transportation,CH4,0.96
Nagaland,2021,Agriculture,CO,0.31
Nagaland,2021,Agriculture,CO2,5.58
Nagaland,2021,Agriculture,CH4,7.53
Nagaland,2021,Waste Management,CO,0.17
Nagaland,2021,Waste Management,CO2,5.43
Nagaland,2021,Waste Management,CH4,4.11
Nagaland,2022,Energy,CO,2.01
Nagaland,2022,Energy,CO2,34.28
Nagaland,2022,Energy,CH4,1.76
Nagaland,2022,Industry,CO,1.34
Nagaland,2022,Industry,CO2,26.85
Nagaland,2022,Industry,CH4,2.79
Nagaland,2022,Transportation,CO,3.94
Nagaland,2022,Transportation,CO2,38.92
Nagaland,2022,Transportation,CH4,0.83
Nagaland,2022,Agriculture,CO,0.71
Nagaland,2022,Agriculture,CO2,9.77
Nagaland,2022,Agriculture,CH4,6.37
Nagaland,2022,Waste Management,CO,0.37
Nagaland,2022,Waste Management,CO2,3.8
Nagaland,2022,Waste Management,CH4,7.92
Nagaland,2023,Energy,CO,3.52
Nagaland,2023,Energy,CO2,55.89
Nagaland,2023,Energy,CH4,4.19
Nagaland,2023,Industry,CO,1.34
Nagaland,2023,Industry,CO2,54.97
Nagaland,2023,Industry,CH4,3.54
Nagaland,2023,Transportation,CO,1.8
Nagaland,2023,Transportation,CO2,28.67
Nagaland,2023,Transportation,CH4,0.91
Nagaland,2023,Agriculture,CO,0.51
Nagaland,2023,Agriculture,CO2,9.17
Nagaland,2023,Agriculture,CH4,4.3
Nagaland,2023,Waste Management,CO,0.33
Nagaland,2023,Waste Management,CO2,4.97
Nagaland,2023,Waste Management,CH4,5.12
Nagaland,2024,Energy,CO,1.47
Nagaland,2024,Energy,CO2,26.33
Nagaland,2024,Energy,CH4,3.37
Nagaland,2024,Industry,CO,1.48
Nagaland,2024,Industry,CO2,52.05
Nagaland,2024,Industry,CH4,3.68
Nagaland,2024,Transportation,CO,3.79
Nagaland,2024,Transportation,CO2,42.55
Nagaland,2024,Transportation,CH4,1.22
Nagaland,2024,Agriculture,CO,0.31
Nagaland,2024,Agriculture,CO2,7.71
Nagaland,2024,Agriculture,CH4,10.88
Nagaland,2024,Waste Management,CO,0.28
Nagaland,2024,Waste Management,CO2,5.5
Nagaland,2024,Waste Management,CH4,4.61
Odisha,2010,Energy,CO,3.02
Odisha,2010,Energy,CO2,38.4
Odisha,2010,Energy,CH4,4.18
Odisha,2010,Industry,CO,1.63
Odisha,2010,Industry,CO2,39.27
Odisha,2010,Industry,CH4,3.17
Odisha,2010,Transportation,CO,3.44
Odisha,2010,Transportation,CO2,39.13
Odisha,2010,Transportation,CH4,0.9
Odisha,2010,Agriculture,CO,0.7
Odisha,2010,Agriculture,CO2,14.11
Odisha,2010,Agriculture,CH4,7.58
Odisha,2010,Waste Management,CO,0.15
Odisha,2010,Waste Management,CO2,4.89
Odisha,2010,Waste Management,CH4,8.0
Odisha,2011,Energy,CO,3.59
Odisha,2011,Energy,CO2,45.72
Odisha,2011,Energy,CH4,2.29
Odisha,2011,Industry,CO,0.93
Odisha,2011,Industry,CO2,43.03
Odisha,2011,Industry,CH4,1.82
Odisha,2011,Transportation,CO,1.84
Odisha,2011,Transportation,CO2,16.21
Odisha,2011,Transportation,CH4,1.11
Odisha,2011,Agriculture,CO,0.53
Odisha,2011,Agriculture,CO2,12.75
Odisha,2011,Agriculture,CH4,8.21
Odisha,2011,Waste Management,CO,0.34
Odisha,2011,Waste Management,CO2,2.84
Odisha,2011,Waste Management,CH4,4.0
Odisha,2012,Energy,CO,2.63
Odisha,2012,Energy,CO2,54.39
Odisha,2012,Energy,CH4,2.01
Odisha,2012,Industry,CO,1.76
Odisha,2012,Industry,CO2,48.81
Odisha,2012,Industry,CH4,1.98
Odisha,2012,Transportation,CO,1.65
Odisha,2012,Transportation,CO2,42.55
Odisha,2012,Transportation,CH4,1.49
Odisha,2012,Agriculture,CO,0.36
Odisha,2012,Agriculture,CO2,5.79
Odisha,2012,Agriculture,CH4,4.18
Odisha,2012,Waste Management,CO,0.43
Odisha,2012,Waste Management,CO2,3.59
Odisha,2012,Waste Management,CH4,5.2
Odisha,2013,Energy,CO,3.31
Odisha,2013,Energy,CO2,67.54
Odisha,2013,Energy,CH4,1.58
Odisha,2013,Industry,CO,1.37
Odisha,2013,Industry,CO2,49.16
Odisha,2013,Industry,CH4,1.55
Odisha,2013,Transportation,CO,3.87
Odisha,2013,Transportation,CO2,38.39
Odisha,2013,Transportation,CH4,0.81
Odisha,2013,Agriculture,CO,0.73
Odisha,2013,Agriculture,CO2,5.93
Odisha,2013,Agriculture,CH4,8.18
Odisha,2013,Waste Management,CO,0.2
Odisha,2013,Waste Management,CO2,6.79
Odisha,2013,Waste Management,CH4,5.68
Odisha,2014,Energy,CO,2.91
Odisha,2014,Energy,CO2,71.49
Odisha,2014,Energy,CH4,4.16
Odisha,2014,Industry,CO,2.44
Odisha,2014,Industry,CO2,43.62
Odisha,2014,Industry,CH4,2.26
Odisha,2014,Transportation,CO,1.57
Odisha,2014,Transportation,CO2,18.98
Odisha,2014,Transportation,CH4,1.15
Odisha,2014,Agriculture,CO,0.27
Odisha,2014,Agriculture,CO2,11.05
Odisha,2014,Agriculture,CH4,5.47
Odisha,2014,Waste Management,CO,0.26
Odisha,2014,Waste Management,CO2,4.94
Odisha,2014,Waste Management,CH4,8.14
Odisha,2015,Energy,CO,3.64
Odisha,2015,Energy,CO2,39.3
Odisha,2015,Energy,CH4,2.11
Odisha,2015,Industry,CO,1.83
Odisha,2015,Industry,CO2,59.11
Odisha,2015,Industry,CH4,1.94
Odisha,2015,Transportation,CO,2.71
Odisha,2015,Transportation,CO2,21.56
Odisha,2015,Transportation,CH4,0.88
Odisha,2015,Agriculture,CO,0.52
Odisha,2015,Agriculture,CO2,9.24
Odisha,2015,Agriculture,CH4,11.03
Odisha,2015,Waste Management,CO,0.38
Odisha,2015,Waste Management,CO2,5.82
Odisha,2015,Waste Management,CH4,4.03
Odisha,2016,Energy,CO,1.91
Odisha,2016,Energy,CO2,26.13
Odisha,2016,Energy,CH4,3.02
Odisha,2016,Industry,CO,1.88
Odisha,2016,Industry,CO2,25.58
Odisha,2016,Industry,CH4,3.15
Odisha,2016,Transportation,CO,3.73
Odisha,2016,Transportation,CO2,17.65
Odisha,2016,Transportation,CH4,0.6
Odisha,2016,Agriculture,CO,0.55
Odisha,2016,Agriculture,CO2,14.61
Odisha,2016,Agriculture,CH4,10.09
Odisha,2016,Waste Management,CO,0.39
Odisha,2016,Waste Management,CO2,3.3
Odisha,2016,Waste Management,CH4,5.01
Odisha,2017,Energy,CO,1.79
Odisha,2017,Energy,CO2,31.55
Odisha,2017,Energy,CH4,3.65
Odisha,2017,Industry,CO,1.87
Odisha,2017,Industry,CO2,43.74
Odisha,2017,Industry,CH4,3.1
Odisha,2017,Transportation,CO,2.75
Odisha,2017,Transportation,CO2,22.21
Odisha,2017,Transportation,CH4,1.06
Odisha,2017,Agriculture,CO,0.61
Odisha,2017,Agriculture,CO2,5.69
Odisha,2017,Agriculture,CH4,10.68
Odisha,2017,Waste Management,CO,0.33
Odisha,2017,Waste Management,CO2,6.52
Odisha,2017,Waste Management,CH4,6.14
Odisha,2018,Energy,CO,1.28
Odisha,2018,Energy,CO2,66.08
Odisha,2018,Energy,CH4,4.32
Odisha,2018,Industry,CO,2.36
Odisha,2018,Industry,CO2,21.57
Odisha,2018,Industry,CH4,2.72
Odisha,2018,Transportation,CO,4.4
Odisha,2018,Transportation,CO2,41.69
Odisha,2018,Transportation,CH4,0.81
Odisha,2018,Agriculture,CO,0.29
Odisha,2018,Agriculture,CO2,9.6
Odisha,2018,Agriculture,CH4,11.7
Odisha,2018,Waste Management,CO,0.28
Odisha,2018,Waste Management,CO2,4.01
Odisha,2018,Waste Management,CH4,5.69
Odisha,2019,Energy,CO,2.28
Odisha,2019,Energy,CO2,51.93
Odisha,2019,Energy,CH4,3.6
Odisha,2019,Industry,CO,1.04
Odisha,2019,Industry,CO2,25.49
Odisha,2019,Industry,CH4,2.65
Odisha,2019,Transportation,CO,4.04
Odisha,2019,Transportation,CO2,42.14
Odisha,2019,Transportation,CH4,1.34
Odisha,2019,Agriculture,CO,0.58
Odisha,2019,Agriculture,CO2,7.93
Odisha,2019,Agriculture,CH4,5.04
Odisha,2019,Waste Management,CO,0.27
Odisha,2019,Waste Management,CO2,5.3
Odisha,2019,Waste Management,CH4,7.94
Odisha,2020,Energy,CO,2.1
Odisha,2020,Energy,CO2,31.52
Odisha,2020,Energy,CH4,2.15
Odisha,2020,Industry,CO,1.27
Odisha,2020,Industry,CO2,57.15
Odisha,2020,Industry,CH4,3.02
Odisha,2020,Transportation,CO,3.43
Odisha,2020,Transportation,CO2,15.15
Odisha,2020,Transportation,CH4,1.25
Odisha,2020,Agriculture,CO,0.55
Odisha,2020,Agriculture,CO2,11.26
Odisha,2020,Agriculture,CH4,9.67
Odisha,2020,Waste Management,CO,0.17
Odisha,2020,Waste Management,CO2,2.74
Odisha,2020,Waste Management,CH4,6.6
Odisha,2021,Energy,CO,3.15
Odisha,2021,Energy,CO2,37.43
Odisha,2021,Energy,CH4,2.49
Odisha,2021,Industry,CO,1.72
Odisha,2021,Industry,CO2,37.39
Odisha,2021,Industry,CH4,2.06
Odisha,2021,Transportation,CO,2.43
Odisha,2021,Transportation,CO2,27.19
Odisha,2021,Transportation,CH4,0.69
Odisha,2021,Agriculture,CO,0.36
Odisha,2021,Agriculture,CO2,13.62
Odisha,2021,Agriculture,CH4,9.13
Odisha,2021,Waste Management,CO,0.24
Odisha,2021,Waste Management,CO2,7.06
Odisha,2021,Waste Management,CH4,4.22
Odisha,2022,Energy,CO,2.38
Odisha,2022,Energy,CO2,67.77
Odisha,2022,Energy,CH4,4.24
Odisha,2022,Industry,CO,1.1
Odisha,2022,Industry,CO2,33.4
Odisha,2022,Industry,CH4,1.52
Odisha,2022,Transportation,CO,2.43
Odisha,2022,Transportation,CO2,39.73
Odisha,2022,Transportation,CH4,0.87
Odisha,2022,Agriculture,CO,0.34
Odisha,2022,Agriculture,CO2,9.66
Odisha,2022,Agriculture,CH4,4.28
Odisha,2022,Waste Management,CO,0.27
Odisha,2022,Waste Management,CO2,6.59
Odisha,2022,Waste Management,CH4,6.35
Odisha,2023,Energy,CO,1.76
Odisha,2023,Energy,CO2,32.64
Odisha,2023,Energy,CH4,2.82
Odisha,2023,Industry,CO,2.38
Odisha,2023,Industry,CO2,58.88
Odisha,2023,Industry,CH4,1.56
Odisha,2023,Transportation,CO,2.25
Odisha,2023,Transportation,CO2,39.2
Odisha,2023,Transportation,CH4,1.0
Odisha,2023,Agriculture,CO,0.73
Odisha,2023,Agriculture,CO2,9.63
Odisha,2023,Agriculture,CH4,6.38
Odisha,2023,Waste Management,CO,0.22
Odisha,2023,Waste Management,CO2,3.57
Odisha,2023,Waste Management,CH4,3.95
Odisha,2024,Energy,CO,3.28
Odisha,2024,Energy,CO2,72.79
Odisha,2024,Energy,CH4,1.57
Odisha,2024,Industry,CO,1.84
Odisha,2024,Industry,CO2,43.67
Odisha,2024,Industry,CH4,1.38
Odisha,2024,Transportation,CO,2.57
Odisha,2024,Transportation,CO2,30.8
Odisha,2024,Transportation,CH4,0.53
Odisha,2024,Agriculture,CO,0.41
Odisha,2024,Agriculture,CO2,10.65
Odisha,2024,Agriculture,CH4,7.62
Odisha,2024,Waste Management,CO,0.2
Odisha,2024,Waste Management,CO2,5.43
Odisha,2024,Waste Management,CH4,6.2
Punjab,2010,Energy,CO,3.73
Punjab,2010,Energy,CO2,25.65
Punjab,2010,Energy,CH4,4.08
Punjab,2010,Industry,CO,0.94
Punjab,2010,Industry,CO2,45.33
Punjab,2010,Industry,CH4,2.83
Punjab,2010,Transportation,CO,2.57
Punjab,2010,Transportation,CO2,26.66
Punjab,2010,Transportation,CH4,1.14
Punjab,2010,Agriculture,CO,0.72
Punjab,2010,Agriculture,CO2,10.86
Punjab,2010,Agriculture,CH4,6.82
Punjab,2010,Waste Management,CO,0.41
Punjab,2010,Waste Management,CO2,7.06
Punjab,2010,Waste Management,CH4,4.14
Punjab,2011,Energy,CO,2.08
Punjab,2011,Energy,CO2,47.76
Punjab,2011,Energy,CH4,1.71
Punjab,2011,Industry,CO,2.2
Punjab,2011,Industry,CO2,55.19
Punjab,2011,Industry,CH4,3.14
Punjab,2011,Transportation,CO,4.49
Punjab,2011,Transportation,CO2,34.23
Punjab,2011,Transportation,CH4,0.93
Punjab,2011,Agriculture,CO,0.35
Punjab,2011,Agriculture,CO2,9.56
Punjab,2011,Agriculture,CH4,4.75
Punjab,2011,Waste Management,CO,0.24
Punjab,2011,Waste Management,CO2,3.16
Punjab,2011,Waste Management,CH4,3.9
Punjab,2012,Energy,CO,2.84
Punjab,2012,Energy,CO2,74.99
Punjab,2012,Energy,CH4,3.17
Punjab,2012,Industry,CO,1.42
Punjab,2012,Industry,CO2,52.8
Punjab,2012,Industry,CH4,2.75
Punjab,2012,Transportation,CO,1.62
Punjab,2012,Transportation,CO2,41.61
Punjab,2012,Transportation,CH4,1.48
Punjab,2012,Agriculture,CO,0.5
Punjab,2012,Agriculture,CO2,7.88
Punjab,2012,Agriculture,CH4,6.23
Punjab,2012,Waste Management,CO,0.3
Punjab,2012,Waste Management,CO2,2.56
Punjab,2012,Waste Management,CH4,7.41
Punjab,2013,Energy,CO,2.11
Punjab,2013,Energy,CO2,66.08
Punjab,2013,Energy,CH4,4.43
Punjab,2013,Industry,CO,2.29
Punjab,2013,Industry,CO2,53.53
Punjab,2013,Industry,CH4,2.0
Punjab,2013,Transportation,CO,2.08
Punjab,2013,Transportation,CO2,27.2
Punjab,2013,Transportation,CH4,0.8
Punjab,2013,Agriculture,CO,0.58
Punjab,2013,Agriculture,CO2,11.97
Punjab,2013,Agriculture,CH4,5.95
Punjab,2013,Waste Management,CO,0.18
Punjab,2013,Waste Management,CO2,3.87
Punjab,2013,Waste Management,CH4,4.87
Punjab,2014,Energy,CO,2.99
Punjab,2014,Energy,CO2,45.53
Punjab,2014,Energy,CH4,3.88
Punjab,2014,Industry,CO,0.99
Punjab,2014,Industry,CO2,36.32
Punjab,2014,Industry,CH4,3.08
Punjab,2014,Transportation,CO,3.7
Punjab,2014,Transportation,CO2,28.28
Punjab,2014,Transportation,CH4,1.32
Punjab,2014,Agriculture,CO,0.42
Punjab,2014,Agriculture,CO2,8.9
Punjab,2014,Agriculture,CH4,11.92
Punjab,2014,Waste Management,CO,0.28
Punjab,2014,Waste Management,CO2,3.43
Punjab,2014,Waste Management,CH4,6.85
Punjab,2015,Energy,CO,3.17
Punjab,2015,Energy,CO2,42.12
Punjab,2015,Energy,CH4,1.97
Punjab,2015,Industry,CO,2.0
Punjab,2015,Industry,CO2,43.53
Punjab,2015,Industry,CH4,2.51
Punjab,2015,Transportation,CO,1.82
Punjab,2015,Transportation,CO2,32.91
Punjab,2015,Transportation,CH4,0.65
Punjab,2015,Agriculture,CO,0.46
Punjab,2015,Agriculture,CO2,14.72
Punjab,2015,Agriculture,CH4,4.3
Punjab,2015,Waste Management,CO,0.41
Punjab,2015,Waste Management,CO2,2.62
Punjab,2015,Waste Management,CH4,9.43
Punjab,2016,Energy,CO,1.98
Punjab,2016,Energy,CO2,27.87
Punjab,2016,Energy,CH4,2.48
Punjab,2016,Industry,CO,1.0
Punjab,2016,Industry,CO2,54.08
Punjab,2016,Industry,CH4,1.62
Punjab,2016,Transportation,CO,2.52
Punjab,2016,Transportation,CO2,36.6
Punjab,2016,Transportation,CH4,0.8
Punjab,2016,Agriculture,CO,0.47
Punjab,2016,Agriculture,CO2,9.87
Punjab,2016,Agriculture,CH4,7.56
Punjab,2016,Waste Management,CO,0.44
Punjab,2016,Waste Management,CO2,5.83
Punjab,2016,Waste Management,CH4,4.41
